	Feature_ID	List	log2_fold_change_10m	log2_fold_change_1hr	q_value_10m	NCUT_10m	NCU_10m	motif_ID_10m	motif_ALT_ID_10m	FASTA_score_10m	PWM_score_10m	q_value_1hr	NCUT_1hr	NCU_1hr	motif_ID_1hr	motif_ALT_ID_1hr	FASTA_score_1hr	PWM_score_1hr
900	1917_gene	1hr	0.198511030209969	1.41912526430674								0.0002405590809403	NCU00793T0	NCU00793	MA0929.1	NCU00019	156.0	1.2526
901	1308_gene	1hr	0.495182168761673	1.83643376372951								3.16758064375223E-06	NCU03247T0	NCU03247	MA0377.1	SFL1	106.0	1.35705
902	2042_gene	1hr	0.719696387897833	1.01374503028162								0.0300533713254298	NCU00678T0	NCU00678				
903	2181_gene	1hr	0.910704843328816	1.05629104219107								0.0014733975975192	NCU16454T0	NCU16454	MA0356.1	PHO2	179.0	1.01983
904	582_gene	1hr	2.21409278522987	8.15462901818546								2.11593670339818E-05	NCU01873T0	NCU01873	MA0356.1	PHO2	50.0	1.1499
905	1904_gene	1hr	0.563146156172821	1.49820255520346								2.08132243418947E-10	NCU00803T0	NCU00803	MA0356.1	PHO2	152.0	1.05491
906	2145_gene	1hr	0.968839222759293	1.96826190454208								5.82248449321753E-13	NCU00586T2	NCU00586	MA0356.1	PHO2	177.0	1.33029
907	737_gene	1hr	0.907841995694591	1.98934948228571								1.32653335424666E-12	NCU02560T0	NCU02560	MA0378.1	SFP1	63.0	5.83293
908	2058_gene	1hr	0.038428394446506	1.25168141664013								0.0214637081371464	NCU16445T1	NCU16445	MA0336.1	MGA 1	170.0	8.43886
909	1839_gene	1hr	0.253602396758809	1.22096719717302								0.0002532123540668	NCU00866T0	NCU00866	MA0929.1	NCU00019	147.0	1.2019
910	11_gene	1hr	0.133238422922644	1.15415925485501								6.30217623268888E-05	NCU09911T0	NCU09911	MA0378.1	SFP1	4.0	12.4508
911	1177_gene	1hr	0.33826624997481	1.21431051548655								0.0426792238004999	NCU03134T0	NCU03134				
912	554_gene	1hr	1.78908743113848	2.41149094776436								0.0345519872570744	NCU01898T1	NCU01898	MA0336.1	MGA 1	45.0	11.0379
913	1033_gene	1hr	0.541339307490201	1.4366838260856								0.0009233001952383	NCU09812T0	NCU09812	MA0356.1	PHO2	82.0	1.00996
914	1638_gene	1hr	0.743570502546109	1.06183065023932								0.0218620942531932	NCU07374T0	NCU07374				
915	1032_gene	1hr	0.70780522027117	2.47686795130769								1.16604859287007E-10	NCU09811T0	NCU09811	MA0336.1	MGA 1	81.0	2.48993
916	2194_gene	1hr	0.252224334746362	2.03637077759833								0.0223821464318845	NCU10916T0	NCU10916				
917	337_gene	1hr	0.172640803117494	1.33500124312965								0.0059064569567685	NCU02097T0	NCU02097	MA0336.1	MGA 1	27.0	12.5725
918	2057_gene	1hr	0.072736361436437	1.26582073927379								0.0140843546660029	NCU16445T0	NCU16445	MA0336.1	MGA 1	170.0	8.43886
919	929_gene	1hr	0.6530744596523	1.15895930159533								0.00015266432377	NCU02732T0	NCU02732	MA0378.1	SFP1	74.0	1.73809
920	1218_gene	1hr	0.640889171810959	1.34989517733188								0.0075242438433212	NCU03172T0	NCU03172				
921	1966_gene	1hr	0.224932605417411	1.42850883287657								0.0001961560159365	NCU00748T0	NCU00748	MA0356.1	PHO2	165.0	1.27174
922	2525_gene	1hr	0.383798856829185	1.20353693748257								0.0001174738199764	NCU02767T0	NCU02767	MA0356.1	PHO2	210.0	1.28949
923	143_gene	1hr	0.97286622172757	1.62132036829619								3.58101948105843E-07	NCU07465T0	NCU07465	MA0377.1	SFL1	10.0	2.79432
924	2325_gene	1hr	-0.110035721302036	1.95848077965068								1.66395457868544E-06	NCU02969T0	NCU02969	MA0356.1	PHO2	194.0	1.98603
925	1488_gene	1hr	0.93355824365428	1.23684251493929								2.25649810821611E-05	NCU08364T0	NCU08364				
926	1283_gene	1hr	0.800994148566337	2.05768640094867								0.0023758176225374	NCU03223T1	NCU03223	MA0377.1	SFL1	103.0	6.43189
927	2226_gene	1hr	0.562718877609933	1.23713726144803								0.0226171319915163	NCU00512T0	NCU00512	MA0378.1	SFP1	188.0	1.98868
928	1764_gene	1hr	0.255450634439017	3.49192545218677								0.0031793514433062	NCU00931T1	NCU00931	MA0377.1	SFL1	145.0	14.3924
929	9995_gene	1hr	0.527518288380811	1.72498308560937								0.033007113637548	NCU09712T1	NCU09712	MA0336.1	MGA 1	670.0	1.54911
930	451_gene	1hr	0.424009921574124	1.15938120470302								0.0031793514433062	NCU01989T0	NCU01989	MA0336.1	MGA 1	36.0	1.17219
931	1263_gene	1hr	-0.669925644785834	1.45843262406981								0.0119523020430728	NCU03209T0	NCU03209				
932	142_gene	1hr	0.945009622983264	1.57966923176925								1.71601790371915E-06	NCU07465T1	NCU07465	MA0377.1	SFL1	10.0	2.79432
933	344_gene	1hr	0.0986388036740804	1.11709827662657								4.33057151153902E-09	NCU02090T0	NCU02090				
934	990_gene	1hr	-0.0784025334457025	1.29635106972554								0.0001402998872358	NCU09368T0	NCU09368	MA0377.1	SFL1	77.0	1.4547
935	583_gene	1hr	0.938788070001387	1.21895686532661								0.0240007871934794	NCU01872T0	NCU01872	MA0378.1	SFP1	51.0	2.48164
936	2143_gene	1hr	0.960737118713787	1.98685628838786								2.63075983860028E-14	NCU00586T0	NCU00586	MA0356.1	PHO2	177.0	1.33029
937	1690_gene	1hr	0.563215216888071	1.49154497349139								0.000163619240992	NCU00992T0	NCU00992				
938	1315_gene	1hr	0.258591384747085	1.15638443736046								2.15323097146152E-07	NCU03257T0	NCU03257	MA0336.1	MGA 1	108.0	1.91123
939	239_gene	1hr	0.363232592937692	1.27339110200258								0.0002406672453157	NCU02179T0	NCU02179	MA0377.1	SFL1	20.0	1.8695
940	1405_gene	1hr	0.433505346091506	1.04495734330315								0.0020129321747575	NCU09108T0	NCU09108	MA0378.1	SFP1	114.0	3.18724
941	1414_gene	1hr	0.592056208960813	1.82916459560368								1.78502366748432E-08	NCU09115T0	NCU09115	MA0336.1	MGA 1	116.0	1.41435
942	1916_gene	1hr	-0.276866841738282	1.6607178315856								0.0131451672875271	NCU10894T0	NCU10894				
943	783_gene	1hr	0.862794101229698	1.4441706345858								6.26639534477113E-05	NCU02598T0	NCU02598	MA0356.1	PHO2	66.0	1.19387
944	1010_gene	1hr	0.238707216761694	1.11361745689857								0.0004920926108042	NCU10059T0	NCU10059	MA0377.1	SFL1	80.0	2.30135
945	9_gene	1hr	1.38952210112937	3.14775543420375								0.0006644247928411	NCU09909T0	NCU09909	MA0377.1	SFL1	2.0	1.91236
946	1948_gene	1hr	3.15259795412535	7.04841051900844								0.0025202054857081	NCU00763T0	NCU00763				
947	527_gene	1hr	1.0639110640614	1.2116041587589								0.0234044613454281	NCU11201T0	NCU11201	MA0929.1	NCU00019	44.0	3.82854
948	2636_gene	1hr	0.20445277093701	1.07074235253062								0.0448288827720317	NCU10030T1	NCU10030	MA0336.1	MGA 1	215.0	1.76978
949	2459_gene	1hr	0.690679460540628	2.43947792903962								0.0133250334298199	NCU16488T0	NCU16488	MA0377.1	SFL1	200.0	7.38989
950	2184_gene	1hr	0.631210432812706	1.27099408700965								2.49411262724213E-08	NCU00552T0	NCU00552				
951	997_gene	1hr	0.940059450103391	1.37234386191851								0.0011344393565283	NCU09363T0	NCU09363				
952	2140_gene	1hr	0.084795295694538	1.21497249468482								0.0002594922725348	NCU00589T0	NCU00589	MA0377.1	SFL1	174.0	3.67462
953	177_gene	1hr	0.40226181324379	1.08662859865624								0.0305389067041017	NCU07432T0	NCU07432	MA0929.1	NCU00019	16.0	1.75331
954	2392_gene	1hr	0.261942828272657	1.30157397597361								0.0078583598972925	NCU02906T0	NCU02906				
955	1553_gene	1hr	0.729171646002169	2.27616096157323								0.0063187926155873	NCU09211T0	NCU09211	MA0378.1	SFP1	128.0	1.96921
956	2572_gene	1hr	0.691528165077495	2.4149478083045								1.02864344262681E-11	NCU09231T0	NCU09231	MA0377.1	SFL1	211.0	1.96892
957	4469_gene	1hr	0.633290301231548	1.21061677537561								0.0001277515469128	NCU00173T0	NCU00173	MA0356.1	PHO2	315.0	1.22242
958	472_gene	1hr	-0.470730168339531	1.38372137456285								0.006305115129871	NCU01972T0	NCU01972	MA0377.1	SFL1	38.0	6.09067
959	1982_gene	1hr	0.816321297658383	3.92786255023843								0.0021613273658419	NCU00733T0	NCU00733	MA0356.1	PHO2	166.0	1.36451
960	4695_gene	1hr	0.901894680176016	1.02981637732869								1.7015332007925E-06	NCU00377T0	NCU00377				
961	4698_gene	1hr	1.63252461543426	6.33475353534955								0.0054126377279172	NCU00380T0	NCU00380				
962	4047_gene	1hr	0.429671179654454	1.6024233857781								2.97641027603219E-06	NCU06425T0	NCU06425				
963	4550_gene	1hr	0.968845794382916	2.06492031798869								2.12855048319835E-05	NCU00244T1	NCU00244	MA0336.1	MGA 1	320.0	10.3015
964	4557_gene	1hr	0.0989504460350891	1.03534295351865								0.0463288582059901	NCU00250T0	NCU00250	MA0356.1	PHO2	321.0	1.54475
965	4306_gene	1hr	-0.152522233500963	4.78237404739368								9.78811182495441E-06	NCU00034T0	NCU00034	MA0929.1	NCU00019	297.0	1.43411
966	4470_gene	1hr	1.49288931243383	4.34063305488322								6.48549817108063E-09	NCU16664T0	NCU16664	MA0336.1	MGA 1	316.0	1.80508
967	3894_gene	1hr	1.55818544901353	2.25766005695877								0.0103114694282078	NCU05692T0	NCU05692				
968	4307_gene	1hr	0.601645628776343	1.193224985595								6.16601150746579E-06	NCU00035T0	NCU00035	MA0356.1	PHO2	299.0	1.04367
969	3580_gene	1hr	-0.0846536746304336	1.21509838194589								0.005640261131388	NCU08705T0	NCU08705	MA0378.1	SFP1	260.0	1.99149
970	4908_gene	1hr	0.372852225436537	1.68626927365031								1.45884069826197E-05	NCU07569T0	NCU07569				
971	3337_gene	1hr	0.00245897462591828	1.35401529647717								0.0421781628924777	NCU01668T1	NCU01668	MA0377.1	SFL1	246.0	3.22486
972	3080_gene	1hr	2.52296351618625	23.9948159994449								3.70884499392943E-22	NCU06812T0	NCU06812	MA0336.1	MGA 1	237.0	3.83307
973	3491_gene	1hr	0.236599316733299	1.67530355770063								0.0002679176184644	NCU01494T0	NCU01494	MA0377.1	SFL1	256.0	11.6917
974	3687_gene	1hr	0.647574400476056	1.55974920009337								0.0201460091813065	NCU09348T0	NCU09348				
975	3233_gene	1hr	0.952659672299765	1.31832128530495								2.41094072157684E-07	NCU01788T0	NCU01788	MA0356.1	PHO2	243.0	1.42613
976	2932_gene	1hr	0.542181510722982	1.06687979544898								0.0198059054080732	NCU03331T0	NCU03331	MA0929.1	NCU00019	228.0	1.20469
977	2749_gene	1hr	0.213779719618797	1.11402322315796								0.0239265987743345	NCU16502T0	NCU16502				
978	3465_gene	1hr	0.791462952935743	2.09140774955589								0.0021967730743775	NCU01521T0	NCU01521				
979	3624_gene	1hr	0.897462209116622	2.65894356323944								1.11415162938548E-15	NCU08402T0	NCU08402	MA0377.1	SFL1	263.0	2.61356
980	3427_gene	1hr	0.23744018464939	1.04805583221044								0.0030826991790852	NCU01559T0	NCU01559				
981	3181_gene	1hr	0.893204840759926	1.09635087504567								0.000379556042911	NCU01830T0	NCU01830	MA0336.1	MGA 1	239.0	2.65274
982	2648_gene	1hr	0.482442430597256	1.28592135833808								0.0023701437087801	NCU09621T0	NCU09621	MA0929.1	NCU00019	216.0	1.22257
983	3395_gene	1hr	0.296860292212589	1.19239766094306								0.0033619129331647	NCU01598T0	NCU01598	MA0336.1	MGA 1	251.0	6.39967
984	4532_gene	1hr	0.931171771238559	1.01505520016784								0.0073139607957869	NCU00230T0	NCU00230	MA0378.1	SFP1	318.0	2.31187
985	4019_gene	1hr	0.677987559967769	1.42610366633967								0.0006432886846177	NCU07888T0	NCU07888	MA0336.1	MGA 1	280.0	1.86922
986	4460_gene	1hr	0.707941289668408	1.91981085180756								5.00788181612777E-08	NCU11172T0	NCU11172	MA0377.1	SFL1	312.0	22.3623
987	4214_gene	1hr	0.895067239630942	1.46866045555281								3.62558324065233E-12	NCU06231T0	NCU06231	MA0377.1	SFL1	292.0	3.80335
988	4805_gene	1hr	0.201554503301771	1.15430738601513								0.0191437170120246	NCU00471T0	NCU00471	MA0356.1	PHO2	332.0	1.7963
989	4284_gene	1hr	0.443691873201699	1.32740206663844								0.0003587616937876	NCU00014T0	NCU00014	MA0377.1	SFL1	296.0	2.91672
990	4689_gene	1hr	0.365959707381099	1.06906092799641								4.8493604906875E-06	NCU00371T0	NCU00371	MA0356.1	PHO2	325.0	1.23551
991	4116_gene	1hr	0.286282349356725	1.49134736597754								0.0208652976271935	NCU06486T0	NCU06486	MA0336.1	MGA 1	287.0	1.29558
992	4308_gene	1hr	0.672377496114935	1.25433324008113								1.42828423501292E-06	NCU00035T1	NCU00035	MA0356.1	PHO2	299.0	1.04367
993	4046_gene	1hr	0.568065716542658	1.79015436904624								6.22232193192691E-07	NCU06424T0	NCU06424				
994	4370_gene	1hr	0.224965617060667	1.27178455625951								0.0002627703849118	NCU00089T1	NCU00089	MA0336.1	MGA 1	306.0	2.44108
995	4949_gene	1hr	0.391517793152704	2.76339729603067								0.0136058003634309	NCU07531T0	NCU07531	MA0336.1	MGA 1	341.0	1.24289
996	4107_gene	1hr	0.91147636129557	1.91442920577952								0.0020427896277825	NCU06479T0	NCU06479				
997	4368_gene	1hr	0.24043370193497	1.22198161715933								0.0003456845858089	NCU00089T3	NCU00089	MA0336.1	MGA 1	306.0	2.44108
998	4944_gene	1hr	0.0882633525058929	1.17334150062366								0.0017675568547143	NCU07535T0	NCU07535				
999	4353_gene	1hr	1.03873578648063	5.96761226217745								0.0183049607895519	NCU00076T1	NCU00076	MA0336.1	MGA 1	303.0	4.64647
1000	4168_gene	1hr	0.45715041404525	1.18191900678701								0.0211586946974797	NCU06194T0	NCU06194	MA0377.1	SFL1	291.0	1.44597
1001	4371_gene	1hr	0.230304698851627	1.25605647647429								0.0002696341451145	NCU00089T0	NCU00089	MA0336.1	MGA 1	306.0	2.44108
1002	4827_gene	1hr	2.12026299929509	5.8035695614336								0.018215050030425	NCU00491T0	NCU00491	MA0356.1	PHO2	333.0	1.25931
1003	4593_gene	1hr	-0.332118036380324	1.99154619266285								0.0292452326882422	NCU00284T0	NCU00284	MA0929.1	NCU00019	322.0	1.69689
1004	4950_gene	1hr	0.997349559134907	2.18644667719507								0.0002613864165263	NCU07530T0	NCU07530				
1005	4407_gene	1hr	0.837413932510657	1.14773462211551								0.0061738562486129	NCU00121T0	NCU00121	MA0356.1	PHO2	311.0	1.03721
1006	4094_gene	1hr	0.632124535713099	1.01000476798213								0.0025671878472101	NCU06467T0	NCU06467	MA0356.1	PHO2	284.0	1.18436
1007	4386_gene	1hr	-0.238284187441217	1.17975447075233								2.36713249692425E-05	NCU00105T0	NCU00105	MA0356.1	PHO2	309.0	1.25152
1008	4549_gene	1hr	1.05746175420139	2.97275316189972								0.0013318941569131	NCU00244T0	NCU00244	MA0336.1	MGA 1	320.0	10.3015
1009	2204_gene	1hr	0.268681518866224	5.5026463362282								0.0397024531279144	NCU00532T0	NCU00532				
1010	2848_gene	1hr	0.171839075159858	1.31646446558346								0.0007224908510133	NCU03408T0	NCU03408	MA0356.1	PHO2	221.0	1.32709
1011	3733_gene	1hr	0.431693913222528	6.23768457868117								0.0296147759143884	NCU09464T0	NCU09464	MA0929.1	NCU00019	276.0	1.32151
1012	2097_gene	1hr	0.739753680973343	1.67657160186004								0.0100705211803909	NCU00630T0	NCU00630	MA0377.1	SFL1	171.0	194.157
1013	2276_gene	1hr	0.509203680903734	1.12642728443433								0.0154903531992424	NCU03022T0	NCU03022	MA0377.1	SFL1	192.0	13.8008
1014	555_gene	1hr	-0.531982432186089	1.39481770851715								0.0002108680167768	NCU01897T0	NCU01897	MA0377.1	SFL1	47.0	302.977
1015	39_gene	1hr	0.214732777355528	1.27675254570215								3.17691664726149E-11	NCU08070T0	NCU08070				
1016	1196_gene	1hr	0.614259533843148	1.05299824457105								0.0015577472007456	NCU03151T0	NCU03151	MA0356.1	PHO2	92.0	1.25841
1017	1000_gene	1hr	0.00407052345910838	1.06166045658234								0.0004123800848923	NCU09999T0	NCU09999	MA0336.1	MGA 1	79.0	1.61593
1018	1622_gene	1hr	0.562753841208232	1.21423199986368								0.0027622462809463	NCU07388T0	NCU07388	MA0377.1	SFL1	136.0	18.944
1019	10_gene	1hr	0.501541867474138	1.45824352708427								0.00044374763097	NCU09910T0	NCU09910				
1020	618_gene	1hr	0.848779952232078	1.25930908594183								3.79063122544484E-05	NCU09975T1	NCU09975	MA0336.1	MGA 1	56.0	2.54118
1021	1946_gene	1hr	1.22603671545549	2.72859751731267								0.0099231561710881	NCU00765T0	NCU00765	MA0336.1	MGA 1	161.0	1.41595
1022	2322_gene	1hr	0.563379418675357	1.70495196532418								0.0027639814840134	NCU02973T0	NCU02973				
1023	854_gene	1hr	0.976952700300264	1.49456326222114								1.32253500348549E-06	NCU02663T0	NCU02663	MA0377.1	SFL1	71.0	1.82889
1024	1936_gene	1hr	-0.00377971173994328	2.96607471804191								0.0036348438758904	NCU00773T0	NCU00773				
1025	190_gene	1hr	0.201101468831866	1.24952391787594								0.0393278225845364	NCU09069T0	NCU09069	MA0377.1	SFL1	18.0	60.452
1026	2259_gene	1hr	0.385707664545186	1.241764774369								0.0003650587969804	NCU03040T0	NCU03040	MA0356.1	PHO2	190.0	1.22838
1027	2479_gene	1hr	0.246973058296352	1.47179544716532								0.0121008803916121	NCU02802T0	NCU02802	MA0336.1	MGA 1	203.0	1.72005
1028	1365_gene	1hr	0.899145779330122	1.63701979491371								0.0029007146151852	NCU03297T0	NCU03297				
1029	1367_gene	1hr	0.88597680479318	1.66313311733821								0.0021189270344476	NCU03297T2	NCU03297				
1030	566_gene	1hr	0.817748730289835	3.24746486732375								4.26825507151813E-07	NCU10570T0	NCU10570				
1031	1108_gene	1hr	0.0780786608193392	1.01521705083955								0.0489317667925454	NCU03078T0	NCU03078	MA0336.1	MGA 1	86.0	3.7806
1032	2469_gene	1hr	0.866131979853882	1.30124733523838								0.0368135272811432	NCU02811T0	NCU02811	MA0377.1	SFL1	202.0	5.61671
1033	1347_gene	1hr	0.401406280058951	1.20082158044476								0.0010401610313581	NCU03284T0	NCU03284	MA0336.1	MGA 1	110.0	2.66439
1034	2634_gene	1hr	0.781415730316149	1.03928060898934								1.92265080907143E-08	NCU10029T0	NCU10029	MA0377.1	SFL1	213.0	1.37331
1035	3477_gene	1hr	0.436860554728862	1.67389132149651								0.0001178258110794	NCU01509T0	NCU01509	MA0377.1	SFL1	255.0	16.3757
1036	1246_gene	1hr	0.396912669359424	1.06661687405731								5.12260763262368E-05	NCU03195T0	NCU03195	MA0336.1	MGA 1	99.0	3.44579
1037	1935_gene	1hr	0.695862900632631	1.03421093810005								0.0195079727412374	NCU00774T0	NCU00774				
1038	3639_gene	1hr	-0.592212980503648	1.682076487768								5.26261522732306E-12	NCU08413T0	NCU08413	MA0356.1	PHO2	265.0	1.53787
1039	2938_gene	1hr	0.184969431647266	1.68085612136093								1.52162492903513E-05	NCU05340T0	NCU05340	MA0336.1	MGA 1	229.0	1.93671
1040	3191_gene	1hr	0.788669818710597	2.15404916857696								0.0033100196527285	NCU01819T0	NCU01819	MA0377.1	SFL1	241.0	14.2687
1041	3124_gene	1hr	0.326127162130085	1.04070893379057								0.0201095560172835	NCU06765T0	NCU06765	MA0336.1	MGA 1	238.0	1.18711
1042	3574_gene	1hr	0.168257062217792	1.04249615806569								0.0001165172456026	NCU08699T0	NCU08699				
1043	3287_gene	1hr	0.476899676932828	2.31756087799607								0.0035602438011939	NCU01735T0	NCU01735	MA0336.1	MGA 1	244.0	1.11274
1044	3599_gene	1hr	0.0850365117499544	1.42557724830755								0.0007786872714766	NCU08727T0	NCU08727	MA0336.1	MGA 1	262.0	3.18841
1045	2941_gene	1hr	2.35284654021394	9.01485431472909								1.82797745115945E-06	NCU05343T1	NCU05343	MA0377.1	SFL1	230.0	2.17842
1046	3641_gene	1hr	1.69407712525062	6.73124035788952								0.0098764795054161	NCU08415T0	NCU08415				
1047	3570_gene	1hr	0.73555314066265	1.40552869813429								0.0117717383195501	NCU08448T0	NCU08448				
1048	298_gene	1hr	0.872234232957086	1.16301900017811								0.0004769582195334	NCU02128T1	NCU02128	MA0336.1	MGA 1	23.0	2.69391
1049	3600_gene	1hr	0.0835507489482406	1.33750067392241								0.0009885434932516	NCU08727T1	NCU08727	MA0336.1	MGA 1	262.0	3.18841
1050	2696_gene	1hr	-0.0530741033674063	1.10119798377828								2.83301885141855E-07	NCU03561T0	NCU03561	MA0336.1	MGA 1	217.0	13.6729
1051	2909_gene	1hr	0.409697390975366	1.42707584167867								2.42073605109145E-05	NCU03348T0	NCU03348	MA0336.1	MGA 1	226.0	2.31326
1052	3032_gene	1hr	-0.401552136987506	5.71317099702406								0.0204772704390782	NCU16538T0	NCU16538	MA0377.1	SFL1	233.0	1.33407
1053	1742_gene	1hr	-0.441249235854915	1.27608125783474								0.0136058003634309	NCU00949T0	NCU00949	MA0336.1	MGA 1	140.0	1.1851
1054	2265_gene	1hr	0.635858859643758	1.80054514742245								5.53991947064405E-07	NCU03035T0	NCU03035	MA0377.1	SFL1	191.0	4.24738
1055	585_gene	1hr	0.686017223495796	1.95551984753809								1.7015332007925E-06	NCU01871T1	NCU01871	MA0377.1	SFL1	52.0	6.12799
1056	1174_gene	1hr	0.887453046287476	1.62213996126177								0.00030878752129	NCU03131T0	NCU03131	MA0336.1	MGA 1	90.0	1.14359
1057	2345_gene	1hr	0.884064329290904	1.78963348335433								0.0043259763480296	NCU02950T0	NCU02950	MA0929.1	NCU00019	196.0	1.18921
1058	1404_gene	1hr	0.383962261614999	1.02795574415037								0.0041882877386576	NCU09108T1	NCU09108	MA0378.1	SFP1	114.0	3.18724
1059	1_gene	1hr	0.0574323477161225	1.4038114621955								0.008597256175187	NCU10129T0	NCU10129	MA0356.1	PHO2	1.0	2.61498
1060	3192_gene	1hr	0.637866170473526	2.17150109742572								0.0037222042052987	NCU01819T1	NCU01819	MA0377.1	SFL1	241.0	14.2687
1061	9729_gene	1hr	0.673020972050761	1.77944476685002								0.0069774811142436	NCU09039T0	NCU09039				
